query,id,query_item_rank,price,impressionCount,clickCount,category,brand,title
런닝화,191032,17,62100,6333,117,런닝화,,"휠라 보비어소러스 99 런닝화 FS1HTA3051X, WNR, 230"
런닝화,116601,68,48950,2372,109,런닝화,,"[리복Reebok] 남여 클래식 조쿠러너 울트라니트 런닝화/운동화 - BS6306, (공용)BS6306_화이트/230, free"
런닝화,177114,69,27810,2324,102,운동화,,"페이퍼플레인 운동화 PP1447, 화이트, 255"
런닝화,191033,22,62100,4306,101,런닝화,,"휠라 보비어소러스 99 런닝화 FS1HTA3052X, WGY, 230"
런닝화,41976,44,59120,3616,99,런닝화,,"뉴발란스 남성용 러닝화 MCOASBK2, 혼합 색상, 250"
런닝화,128203,38,41040,1771,77,운동화,,"뉴발란스 WCOASBK3 운동화, 블랙, 220"
런닝화,128179,93,11480,1526,73,운동화,,"슬레진저 셀릭 운동화 SL-181, 블랙, 230"
런닝화,41979,42,12900,2268,73,운동화,,"슬레진저 에어 메쉬 운동화 SL-770 레틱, 블루, 230"
런닝화,116612,104,15900,2565,72,런닝화,,"슈킹 여성용 니트 운동화 3885, 화이트, 235"
런닝화,128191,217,42500,1463,70,런닝화,,"뉴발란스 MRL247BR 스니커즈, 블랙, 220"
런닝화,116618,45,34800,4006,69,런닝화,,"페이퍼플레인 남녀공용 PP1404 런닝화, 블랙, 290"
런닝화,44871,52,57240,2920,67,런닝화,,"리복 펌프 수프림 런닝화 BS9513, BLACK + WHITE, 235"
런닝화,41984,126,49500,1938,65,운동화,,"뉴발란스 MRL247LW 스니커즈, 화이트,220"
런닝화,41985,6,9900,1375,61,남녀공용패션운동화,,"슈퍼카미트 남녀공용 SHOEKING 에어 조킹화 런닝화 운동화 37, 퍼플, 230"
런닝화,178905,137,12000,2169,60,운동화,,"슬레진저 리코 운동화 SL-282, 레드, 230"
런닝화,44863,58,79000,2516,50,런닝화,,"리복 펌프 슈프림 엔진 런닝화 CN2189, (공용)CN2189_블랙, 240"
런닝화,177115,140,31530,2206,49,런닝화,,"페이퍼플레인 런닝화 PP1101, 블랙, 250, 블랙, 250"
런닝화,41989,23,49500,4797,46,런닝화,,"뉴발란스 U520BD 스니커즈,220"
런닝화,128419,64,34620,2440,45,런닝화,,"모굴 재규어101 원터치 다이얼 경량화, 블루, 275"
런닝화,116619,6,39260,372,37,런닝화,,"아디다스 남녀공용 튜블라 쉐도우 런닝화 CQ0928, WHITE, 235"
런닝화,41992,20,49500,5131,36,런닝화,,"뉴발란스 WL520AG 스니커즈,220"
런닝화,41993,183,35500,946,33,운동화,,"뉴발란스 MCOASWT3 운동화, 화이트,250"
런닝화,41994,77,25100,2662,31,런닝화,,"[로또스포츠] MIRAGGI-3 하이테크 워킹화 / LAAM-FPR21_BK BK 245, BK"
런닝화,128187,131,34320,842,27,운동화,,"뉴발란스 247 운동화 MRL247BG, 혼합 색상, 220"
런닝화,41996,159,52420,1357,25,런닝화,,"프로월드컵 엑셀 런닝화 운동화, 블랙, 250"
런닝화,41997,125,28360,1990,24,런닝화,,"프로월드컵 메가스피드 런닝화(GR) 운동화, 그레이, 235"
런닝화,41998,72,44000,2698,20,런닝화,,"프로월드컵 스트레인지 런닝화 P317-A207-1NV, 네이비, 240"
런닝화,44869,259,41150,4453,20,런닝화,,"리복 조쿠울트라니트 나잇앤데이 런닝화 BS8247, PINK, 220"
런닝화,42000,168,6870,353,18,남성슬립온,,"슈퍼카미트 남성용 SHOEKING 패션 워킹화 17001, 블랙, 265"
런닝화,44856,150,67900,1047,16,런닝화,,"리복 펌프 이자르 런닝화 BS5931, BLACK, 230"
런닝화,128402,295,34620,3201,16,런닝화,,"모굴 재규어101 원터치다이얼 워킹화, 블루, 230"
런닝화,44859,153,49500,975,16,런닝화,,"리복 클럽씨85 아이코닉테이핑 런닝화, 베이지 + 화이트, 225"
런닝화,42004,88,38680,1517,13,런닝화,,"갓슈 퍼더 커플 스니커즈 런닝화 K-8000, 네이비, 225"
런닝화,116609,119,39900,1009,13,런닝화,,"프로월드컵 여성용 헤나 런닝화, 그레이, 245"
런닝화,42006,97,34180,1341,13,런닝화,,"로또 남성용 CELATO 고퀄리티 워킹 런닝화 LSAL-FPR94, 화이트, 265"
분유,108973,2,50700,14010,1218,원통형분유,,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개"
분유,108995,3,16900,12646,584,원통형분유,,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g"
분유,108944,9,20700,13149,527,원통형분유,,"앱솔루트 프리미엄 명작 분유 1단계, 800g"
분유,129921,10,29000,12117,427,원통형분유,,"앱솔루트 자연의 선물 유기농 궁 분유 1단계, 800g"
분유,107490,13,27900,9585,389,원통형분유,,"압타밀 프로누트라 플러스 분유 1단계, 800g"
분유,108945,8,62100,10676,297,원통형분유,,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개"
분유,69315,9,11000,9327,294,원통형분유,,"앱솔루트 시작부터 바르게 본 분유 3단계 750g,"
분유,108962,10,62100,10344,281,원통형분유,,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개"
분유,174105,16,21000,7562,272,원통형분유,,"파스퇴르 프리미엄 뉴위드맘 분유 1단계, 750g, 1캔"
분유,69318,12,31510,9283,266,원통형분유,,"앱솔루트 시작부터 바르게 본 분유 2단계, 750g, 3개"
분유,108974,6,16900,9868,249,원통형분유,,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g"
분유,108989,7,50700,9108,222,원통형분유,,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개"
분유,108993,15,10370,8713,170,원통형분유,,"앱솔루트 엄마가 만든 프리미엄 분유 4단계, 400g, 1개"
분유,98646,31,27550,4795,168,원통형분유,,"노발락 분유 1단계, 800g"
분유,108963,16,21800,8237,134,원통형분유,,"앱솔루트 프리미엄 명작 분유  2단계, 800g"
분유,103627,23,81900,5915,132,원통형분유,,"남양유업 아이엠마더 분유 3단계, 800g, 3캔"
분유,108398,249,31940,7998,126,액상분유,,"베비언스 수페리어 액상분유 3단계 240ml, 24개입, 1박스"
분유,103606,22,28900,4879,120,원통형분유,,"아이엠마더 분유 1단계, 800g"
분유,129924,11,87000,6901,110,원통형분유,,"앱솔루트 자연의 선물 유기농 궁 분유 1단계, 800g, 3개"
분유,138901,31,22900,2550,104,원통형분유(산양),,"일동후디스 산양 하이키드 골드, 700g, 1캔"
분유,129584,16,63000,5240,101,원통형분유,,"파스퇴르 프리미엄 뉴위드맘 분유 1단계, 750g, 3캔"
분유,108976,18,101400,5937,94,원통형분유,,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 6개"
분유,69331,18,31860,6601,94,원통형분유,,"앱솔루트 시작부터 바르게 본 분유 3단계 750g, 3개"
분유,138900,20,43800,2743,90,원통형분유(산양),,"일동후디스 프리미엄 산양분유 1단계, 800g"
분유,69333,19,31960,4349,83,원통형분유,,"남양유업 아기사랑 수 어드밴스 분유 4단계, 3캔"
분유,98636,21,34470,4943,81,원통형분유,,"앱솔루트 오리지널 본 분유 1단계, 750g, 3개"
분유,109000,37,19150,3379,75,원통형분유,,"앱솔루트 현명한 엄마의 센서티브 분유 1단계, 450g"
분유,103190,57,15890,2656,73,NULL,,"아이배냇  순 산양 분유 1단계, 400g"
분유,108948,14,124200,5779,66,원통형분유,,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 6개"
분유,107492,89,83700,4026,64,원통형분유,,"압타밀 프로누트라 플러스 분유 1단계, 800g, 3개"
분유,69339,34,12650,3823,63,원통형분유,,"남양유업 아기사랑 수 어드밴스 분유 4단계, 1캔"
분유,69340,44,11000,4223,58,원통형분유,,"앱솔루트 시작부터 바르게 본 분유 2단계, 750g"
분유,140054,46,16800,1882,56,원통형분유,,"임페리얼드림XO 애프터 포뮬러 분유 5단계, 800g"
분유,69342,76,12000,3054,55,원통형분유,,"아기사랑수 어드밴스 분유 1단계, 750g, 1캔"
분유,103628,30,27300,3964,54,원통형분유,,"남양유업 아이엠마더 분유 3단계, 800g, 1캔"
분유,129925,40,28000,4713,53,원통형분유,,"앱솔루트 유기농 궁 분유 4단계, 800g"
분유,172808,59,80500,2829,52,원통형분유,,"트루맘 슈퍼프리미엄 분유 2단계, 3캔"
분유,172834,33,61800,2050,52,원통형분유,,"트루맘 프리미엄 후레쉬 분유 3단계, 800g, 3캔"
분유,179307,53,116000,2286,51,원통형분유,,"퓨어락 뉴질랜드 청정 프리미엄 분유 3단계, 800g, 3개"
분유,109009,69,54950,2169,49,원통형분유,,"앱솔루트 현명한 엄마의 센서티브 분유 1단계, 450g, 3개"
아디다스,101113,13,81660,8131,269,스포츠 상하의 세트,아디다스,"아디다스 크루넥 사우나슈트 상하의 세트, 90, 블랙"
아디다스,101668,10,26460,7677,111,스포츠 백팩,아디다스,"아디다스 티로 백팩 S98393, FREE, 검정 + 다크그레이 + 백색"
아디다스,108815,23,69520,6115,98,스포츠 트랙탑/후드집업,아디다스,"아디다스 남성용 레알 앤섬 스쿼드 후드집업 BR5119, 95, 검정 + 청록"
아디다스,101675,47,23080,5961,97,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,아디다스,"아디다스 남성용 어번 리버시블 져지 반팔 티셔츠 AP1242, 95, 블랙 + 레드"
아디다스,101117,66,136790,4389,67,스포츠 상하의 세트,아디다스,"아디다스 후드집업 사우나슈트 ADISS04MA, 95(M), 블랙"
아디다스,101681,55,30250,3604,47,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,아디다스,"아디다스 남성용 탱고 퓨쳐 저지 BL SET 후드 긴팔 티셔츠 B47658, 95, 검정 + 적색 + 백색"
아디다스,101119,70,60780,3959,45,스포츠 트랙탑/후드집업,아디다스,"아디다스 여성용 ZEN 라이트 커버 업 자켓 BR9466, 90"
아디다스,141948,55,17430,4640,38,스포츠 장갑,아디다스,"아디다스 클라이마웜 장갑 DM4410, 검정 + 실버, M"
아디다스,101667,51,74900,2028,38,운동화,아디다스,"아디다스 이큅먼트 레이싱ADV CQ2243, BLACK, 220"
아디다스,101468,37,10240,5359,36,스포츠 양말,아디다스,"아디다스 2018 PER An T 양말 3p 세트 AA2320, 24/26호, 화이트"
아디다스,101123,40,41280,2291,26,스포츠 트랙탑/후드집업,아디다스,"아디다스 CD8841 워크아웃 라이트 풀집 L/S, 90, 회색"
아디다스,101214,85,32030,3052,21,스포츠 레깅스/타이즈,아디다스,"아디다스 여성용 알파스킨 스포츠 롱 타이즈 CF6554, 2XS, 검정"
아디다스,101329,77,50500,428,20,스포츠 바람막이자켓,아디다스,"아디다스 남성용 수퍼노바 스톰 자켓 BQ7723, 95, 검정"
아디다스,101126,84,6700,3850,20,스포츠 아대/헤어밴드,아디다스,"아디다스 테니스 손목밴드 CF6278, L, 블랙"
아디다스,101127,34,20540,3234,19,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,아디다스,"아디다스 커뮤니티 복싱티셔츠(ADICTB CA) 그린-화이트 스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티, 사이즈:95[M], 상세 설명 참조"
아디다스,101311,78,68120,937,17,스포츠 트랙탑/후드집업,아디다스,"아디다스 워크아웃 클라이마웜 풀집 CE3579, CE3579(블루), 100"
아디다스,101807,45,76000,1347,15,스포츠 트랙탑/후드집업,아디다스,"아디다스 남성용 바이에른 뮌헨 UCL 프리젠테이션 자켓 BS4887, 95, CRYWHT + CINDER"
아디다스,126136,87,39110,3134,15,요가매트,아디다스,"아디다스 휘트니스 요가매트, 그레이, 183cm x 61cm x 1cm"
아디다스,172631,67,14090,3604,11,스포츠 바지,아디다스,"아디다스 콘 16 쇼트 WB 속팬츠 AJ1371, 백색 + 적색, 90"
아디다스,156378,88,11600,2589,10,풋살공/스킬볼,아디다스,"아디다스 2018 러시아월드컵 미니 스킬볼, CW4690, 15 cm"
아디다스,141955,107,16950,2115,10,스포츠 장갑,아디다스,"아디다스 퍼포먼스 글러브 CY6802, 검정, M"
아디다스,101220,58,17200,447,10,스포츠 바지,아디다스,"아디다스 여성용 M10 쇼츠 AX5947 블루그린 95, 04M, 그린"
아디다스,101135,23,54000,1249,10,스포츠 트랙탑/후드집업,아디다스,"아디다스 여성용 우먼스 스타디움 후디 BP7066 후드집업, 80, 검정"
아디다스,101469,303,10110,1455,9,스포츠 양말,아디다스,"아디다스 2018 PER An HC 양말 3p 세트 AA2287, 24/26호(260~275mm), 화이트, 블랙, 그레이"
아디다스,101137,80,51600,333,8,플리스집업 자켓,아디다스,"아디다스 남성용 FAINN 니트 기모 자켓 BG9064, 95, 남색"
아디다스,156419,165,7410,812,7,축구양말,아디다스,"아디다스 산토스 2018 축구양말, 블랙(CV3588), 28/30호"
아디다스,101320,79,85360,383,7,스포츠 바람막이자켓,아디다스,"아디다스 남성용 콘디보 16 스타디움 자켓 AB3150, 100, 남색 + 블루"
아디다스,101323,67,47710,417,7,스포츠 바람막이자켓,아디다스,"아디다스 남성용 탱고 코치 자켓 BR1514, 95, 카키 + 솔라오렌지"
아디다스,101141,79,26530,3126,7,스포츠 바지,아디다스,"아디다스 복싱복 하의(ADIBTS01) 블루 스포츠 바지, 사이즈:180L[L~XXL], 상세 설명 참조"
아디다스,101672,65,39550,2257,7,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,아디다스,"아디다스 남성용 탱고 퓨쳐 저지 BL SET B47657, 95, 회색 + 검정"
아디다스,101471,116,12320,1232,7,골프양말,아디다스,"아디다스골프 남녀공용 멀티 앵클 스포츠양말 3족 세트, 랜덤 발송, 250~270mm"
아디다스,101216,93,25600,2651,7,스포츠 레깅스/타이즈,아디다스,"아디다스 여성용 테크핏 클라이마웜 롱 타이즈 BR7946, 85, 검정 + 회색"
아디다스,101673,260,13500,622,6,헬스보호대,아디다스,"아디다스 길이조절 손목 보호대, 블랙, 490 x 60 x 2 mm"
아디다스,101230,90,65860,2686,6,스포츠 레깅스/타이즈,아디다스,"아디다스 남성용 알파스킨 360 롱타이츠 CD7137 블루 115, CD7137(블루)"
아디다스,101223,97,25960,2499,6,스포츠 레깅스/타이즈,아디다스,"아디다스 여성용 알파스킨 스포츠 3/4 타이즈 CF6557, 2XS, 회색 + 검정"
아디다스,156417,206,7410,445,6,축구양말,아디다스,"아디다스 산토스 2018 축구양말, 화이트(CV8094), 28/30호"
아디다스,101149,54,17800,464,5,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,아디다스,"아디다스 여성용 클라이마칠 폴로 반팔 티셔츠 BJ9565 그린 90, BJ9565(그린)"
아디다스,101224,101,25200,1756,5,스포츠 레깅스/타이즈,아디다스,"아디다스 여성용 D2M 쇼트 타이츠 BQ2258, 85호(XS), 검정"
아디다스,101357,68,22980,400,5,스포츠 바지,아디다스,"아디다스 남성용 아디제로 쇼츠 AO3468 다크그레이 105, AO3468/105"
아디다스,101152,42,20020,311,5,복싱복/복싱 팬츠,아디다스,"아디다스 커뮤니티 복싱 티셔츠 ADICTB CA, 화이트 + 블루, 95(M)"
압타밀,107490,1,27900,10772,2498,원통형분유,압타밀,"압타밀 프로누트라 플러스 분유 1단계, 800g"
압타밀,107491,2,27900,10364,673,원통형분유,압타밀,"압타밀 프로누트라 플러스 분유 2단계, 800g"
압타밀,107492,5,83700,6616,406,원통형분유,압타밀,"압타밀 프로누트라 플러스 분유 1단계, 800g, 3개"
압타밀,107493,9,27900,4305,165,원통형분유,압타밀,"압타밀 프로누트라 분유 3단계, 800g"
압타밀,107494,11,83700,4289,123,원통형분유,압타밀,"압타밀 프로누트라 플러스 분유 2단계, 800g, 3개"
압타밀,107495,28,83700,1168,18,원통형분유,압타밀,"압타밀 프로누트라 분유 3단계, 800g, 3개"
운동복,181445,1,19520,5566,249,상하의 세트,,"스피카 여성용 요가복 상하의 세트 SPA507503, 85(M), 블랙, 블랙"
운동복,128135,34,20500,2347,69,요가 상하의 세트,,"제일기획 여성용 요가복세트 SPA501506, 차콜, 블랙, 90(L)"
운동복,128136,46,29800,2610,69,상하의 세트,,"이코디 여성용 긴팔 스위트 컬러 요가복 상하의 세트, XXL, 오렌지"
운동복,172694,5,4900,2223,57,스포츠 레깅스/타이즈,,"아르메데스 여성용 기능성 아이스 레깅스 SLE 300, M, 블랙"
운동복,128138,34,20590,1969,34,긴팔티셔츠,,"뒤란 여성용 모달 슬러브 드레이프 커버 티셔츠 DFW5012, FREE, 블랙"
운동복,172686,9,30900,876,31,상하의 세트,,"이코디 여성용 패션 피트니스 곡선스위트 상하의 세트, XXL, 블랙"
운동복,128140,32,7900,2328,31,레깅스,,"나야스타일 여성용 스파이더 9부 레깅스, FREE(55~77), 라임"
운동복,181447,58,7670,1407,26,요가 티셔츠,,"아르메데스 여성용 기능성 사계절 긴팔 요가복 R-241, S(44-55), 네이비"
운동복,181452,5,17900,618,25,요가 상하의 세트,,"비타니 여성용 요가 트레이닝복 상하의 세트, L, 핑크"
운동복,172659,18,18920,1103,24,하의,,"루사 부츠컷 트레이닝바지 DFW4003 그레이, S"
운동복,156706,20,15010,2859,24,요가 민소매/나시,,"세키나 세키나 ST70301 민소매 티셔츠/요가복/필라테스/헬스/운동복f, 바이올렛, L"
운동복,128145,75,30900,861,17,상하의 세트,,"이코디 여성용 패션 피트니스 스위트 운동복 상하의 세트, S, 오렌지"
운동복,128146,72,7190,843,17,브라탑,,"더시럽 심리스 워터스킨 U형 브라, FREE, 그린"
운동복,128147,52,17240,1394,16,스포츠 바지,,"라이크미 남성용 짐맨 기본 숏 반바지 운동복, L, 그레이"
운동복,172648,49,11300,1632,16,반바지,,"더시럽 여성용 세라 스포츠 반바지, S(44~55), 블랙"
운동복,172667,26,25200,1442,16,레깅스,,"뒤란 여성용 운동복 베키 요가레깅스 DFW4016, S, 블랙"
운동복,181458,48,30770,1706,15,요가 티셔츠,,"세키나 세키나 ST70314 긴팔 티셔츠/요가복/필라테스/헬스/운동복f, Free, L"
운동복,128151,599,23090,1056,15,상하의 세트,,"나야스타일 여성용 요가 긴팔티 + 반바지레깅스 42, XL, 혼합 색상"
운동복,128152,73,15010,887,15,브라탑,,"[세키나]ST70307 브라탑/요가복/필라테스/헬스/운동복, S"
운동복,128464,78,9900,911,13,레깅스,,"쉬비치 여성용 하이파이브 고리 워터레깅스, S, 블랙"
운동복,128461,71,9900,989,12,레깅스,,"쉬비치 여성용 스킨핏 워터레깅스, S, FREE"
운동복,156693,14,23000,566,12,레깅스,,"댕댕이주식회사 여성용 요가의류 X형 뒤태 하의 레깅스 SW2633, L, 단일 색상"
운동복,181468,38,33220,362,11,요가 상하의 세트,,"나야스타일 여성용 쿠로이 요가복 후드집업 + 브라탑 + 반바지레깅스 세트 57, S, 그레이"
운동복,128157,345,29700,1474,10,레깅스,,"더시럽 여성용 애링 반바지레깅스, S, 블랙"
운동복,172589,66,7480,1390,10,긴바지,,"마미누리 임부용 스판면 요가 팬츠, XL, 그레이"
운동복,128159,57,15160,852,9,브라탑,,"데비웨어 여성용 브라탑 DTS0163, FREE, 베이지"
운동복,128160,204,29280,199,7,상하의 세트,,"나야스타일 여성용 요가 반팔티 + 브라탑 + 반바지레깅스 45, XXXL, 혼합 색상"
운동복,128161,24,23900,1857,7,반팔 티셔츠,,"런블랙 여성용 트위스트 숏 슬리브 RTSS-00228, L, 그레이"
운동복,172671,67,65880,985,7,스포츠 상하의 세트,,에어워크 남성츄리닝 트레이닝복세트 테니스 탁구 배드민턴복 스포츠의류 운동복 웜업 7079PB(파스텔블루) 100
운동복,128163,53,18300,1313,5,레깅스,,"DM 여성용 알럽핏 스웬트 요가 바지, XL, 연그린"
운동복,128164,64,25600,1103,5,레깅스,,"뒤란 여성용 운동복 루시 7부 요가레깅스 DFW4015, S, 블랙"
운동복,128165,130,22250,328,5,요가 타이즈/요가 레깅스,,"여성 운동복 플라워 보정 요가레깅스 블랙, S"
운동복,128166,76,7190,1047,4,레깅스,,"녹족 여성용 요가 필라테스복 베이직 9부 레깅스, L, BLACK"
운동복,128167,515,23090,142,4,상하의 세트,,"나야스타일 여성용 요가 긴팔티 + 반바지레깅스 44, XL, 혼합 색상"
운동복,128168,149,13220,303,4,요가 민소매/나시,,"메디테이션요가복 CA6066 멜란지핑크 운동복 나시, 제품선택, S 44-55"
운동복,128169,141,15010,346,4,스포츠 민소매/나시/끈탑,,"[세키나] ST70301 민소매 티셔츠/요가복/필라테스/헬스/운동복, 와인, L"
운동복,128170,62,16030,397,4,반팔 티셔츠,,"뒤란 여성용 스포츠 슬림핏 티셔츠 DFW5007, S, 버건디"
운동복,128171,82,38700,627,4,상하의 세트,,"더시럽 여성용 위트 운동복 3종 세트, 상의 L(66~77), 하의 L(66~77), 오프"
운동복,128172,163,16000,183,3,레깅스,,"댕댕이주식회사 여성용 요가의류 컨퍼터블 하의 레깅스 SW2631, L/XL, 블랙"
운동복,128173,104,23810,549,3,레깅스,,"[리바디] 베라/15P0004, 씨블루, M"
운동화,128390,1,15630,59108,2997,남녀공용패션운동화,,"SNRD 스니커즈 런닝화 SN192, 블랙, 225"
운동화,177114,5,27810,62784,1839,운동화,,"페이퍼플레인 운동화 PP1447, 화이트, 255"
운동화,191028,14,53100,37365,1625,운동화,,"휠라 레이 FS1SIA1165X_WWT, WWT, 220"
운동화,128177,2,9210,64132,1621,운동화,,"슬레진저 스킬 스타일리쉬 스니커즈 SL-252, 레드, 230"
운동화,191030,14,50150,34005,1302,운동화,,"휠라 레이트트레이서 FS1SIA3130X, WHITE, 220"
운동화,128179,36,11480,39690,1110,운동화,,"슬레진저 셀릭 운동화 SL-181, 블랙, 230"
운동화,128180,12,21010,38516,848,운동화,,"슬레진저 제로 운동화 SL-898, 네이비, 235"
운동화,128181,176,25860,23916,626,남녀공용패션운동화,,"에버라스트 WB 방한 운동화, 그레이, 230"
운동화,128182,17,49500,33554,512,운동화,,"뉴발란스 MRL247WR 스니커즈, 화이트, 220"
운동화,178909,20,30470,25636,490,운동화,,"페이퍼플레인 남녀공용 운동화 PP1408, 화이트 + 블랙, 295"
운동화,191029,11,53100,11785,456,운동화,,"휠라 레이 스니커즈 FS1SIA1160X, WWT, 220"
운동화,128185,48,8910,20900,450,운동화,,"아날도바시니 바루스 운동화, 화이트, 230"
운동화,178900,33,17710,28318,385,운동화,,"슬레진저 라이 운동화 SL-212, 그레이, 230"
운동화,128187,116,34320,15378,360,운동화,,"뉴발란스 247 운동화 MRL247BG, 혼합 색상, 220"
운동화,128188,28,49500,15799,331,운동화,,"뉴발란스 MRL247LK 스니커즈, 블랙,220"
운동화,128189,22,35930,28461,307,남녀공용스니커즈,,"스코노 리버티 무민 콜라보 스플릿 스니커즈 900 SVL7264LB21, NAVY, 220"
운동화,191031,71,53100,10563,295,운동화,,"휠라 레이 스니커즈 FS1SIA3066X, WNV, 230"
운동화,128191,302,42500,10112,264,런닝화,,"뉴발란스 MRL247BR 스니커즈, 블랙, 220"
운동화,178905,99,12000,12735,229,운동화,,"슬레진저 리코 운동화 SL-282, 레드, 230"
운동화,128193,139,20380,15587,196,운동화,,"슬레진저 텐버 운동화 SL-333, 화이트, 230"
운동화,178899,188,13110,12485,194,운동화,,"슬레진저 레토 운동화 SL-222, 블랙, 230"
운동화,177123,84,34800,10859,184,운동화,,"에어 쿠션 운동화 런닝화 남여공용화 PP1450, 블랙화이트, 230"
운동화,191033,253,62100,7019,145,런닝화,,"휠라 보비어소러스 99 런닝화 FS1HTA3052X, WGY, 230"
운동화,128197,126,64500,7433,131,운동화,,"뉴발란스WL999WM운동화, 혼합 색상, 220"
운동화,128198,157,36000,8887,130,운동화,,"뉴발란스 U520AI 스니커즈, 그린, 230"
운동화,177126,123,33210,7011,112,운동화,,"페이퍼플레인 운동화 PP1408, 화이트블루핑크, 235"
운동화,177116,66,29800,6992,112,운동화,,"페이퍼플레인 운동화 PP1317, 화이트네이비, 270"
운동화,177139,161,32470,8109,103,운동화,,"페이퍼플레인 운동화 PP1358, 그레이, 235"
운동화,128202,169,19040,7193,99,운동화,,"에버라스트 아동 밴드 운동화_네이비, 네이비, 160"
운동화,128203,224,41040,4646,98,운동화,,"뉴발란스 WCOASBK3 운동화, 블랙, 220"
운동화,128204,267,24830,4993,97,운동화,,"프로월드컵 니트플렉스멀티슈즈 P318-A903-1, 블랙, 230"
운동화,128205,206,49500,5260,90,운동화,,"뉴발란스 MS574SCN 스니커즈, 화이트, 220"
운동화,177117,224,24800,5177,87,남녀공용패션운동화,,"페이퍼플레인 남녀공용 운동화 PP1347, 네이비, 250"
운동화,128207,186,15570,5244,81,운동화,,"프로월드컵 남여스니커즈운동화, 블랙, 235"
운동화,128208,173,12000,5099,81,남성패션운동화,,"슈퍼카미트 남성용 SHOEKING 에어 운동화 3775, 블랙, 250"
운동화,191035,318,58650,4518,81,런닝화,,"휠라 볼란테 98 스웨이드 런닝화 FS1HTA3064X, GRY, 220"
운동화,128210,238,49500,4313,81,운동화,,"뉴발란스 운동화 ML878GB, 블랙, 220"
운동화,128211,127,12130,5468,81,운동화,,"슬레진저 운동화 SL-811 LAZ, 화이트블랙, 240"
운동화,128212,573,22580,11579,81,여성스니커즈,,"디즈니 여성용 미키 실버 운동화, 230"
운동화,191034,203,62100,4638,81,운동화,,"휠라 피스와이즈 스니커즈 FS1SIA3282X, BEG, 220"
탄산수,169440,1,8900,73217,9744,탄산수,,"웅진 빅토리아 플레인 탄산수, 500ml, 20개"
탄산수,171263,2,8900,69471,5390,기타탄산음료,,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개"
탄산수,172513,4,8800,44364,4415,기타탄산음료,,"트레비 자몽 탄산음료, 300ml, 20개입"
탄산수,169443,20,9140,57631,3869,탄산수,,"동원 디톡 플레인 탄산수, 500ml, 24개입"
탄산수,177466,5,9370,60060,2941,기타탄산음료,,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개"
탄산수,169445,8,8900,48318,2063,기타탄산음료,,"웅진식품 빅토리아 복숭아향 탄산음료, 500ml, 20개입"
탄산수,169446,7,8900,55379,1901,기타탄산음료,,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개"
탄산수,172517,7,13690,51727,1485,기타탄산음료,,"트레비 레몬 탄산음료, 400ml, 20개"
탄산수,169448,10,8900,40809,1338,탄산수,,"빅토리아 플레인 탄산수 캔, 350ml, 24개입"
탄산수,172514,12,14030,41999,948,탄산수,,"트레비 플레인 페트, 500ml, 20개"
탄산수,169450,11,12000,43191,927,탄산수,,"초정탄산수 플레인, 1.5L, 12개"
탄산수,169451,103,9890,32167,925,기타탄산음료,,"스파클 스파클링 탄산음료, 350ml, 20개입"
탄산수,172516,15,13210,40400,784,기타탄산음료,,"트레비 라임 음료, 400ml, 20개입"
탄산수,171269,15,9900,31029,726,기타탄산음료,,"초정탄산수 탄산음료 복숭아, 355ml, 24개입"
탄산수,169454,17,9710,29488,669,기타탄산음료,,"웅진 빅토리아 베리베리, 500ml, 20개"
탄산수,169455,11,17960,25742,633,탄산수,,"싱하 소다 워터, 325ml, 24개"
탄산수,169456,12,23670,33888,616,탄산수,,"창 소다워터 오리지날, 325ml, 24개"
탄산수,172515,11,14030,25360,585,기타탄산음료,,"트레비 탄산수 레몬맛, 500ml, 20개"
탄산수,169458,13,11900,29951,483,탄산수,,"풀무원 스파클링 아일랜드 플레인 탄산수, 340ml, 20개입"
탄산수,172518,18,14810,26438,361,탄산수,,"트레비 탄산 워터, 500ml, 20개입"
탄산수,171277,18,13900,26977,307,기타탄산음료,,"초정탄산수 라임 500ml, 20개입"
탄산수,169461,20,12890,19438,295,기타탄산음료,,"초정 탄산음료(레몬) 500ml, 20개"
탄산수,171298,16,14500,23319,283,기타탄산음료,,"초정탄산수 2종 세트, 탄산수 레몬 500ml 10개 + 플레인 500ml 10개, 1세트"
